xname yname prname i.fold nfolds nrepeats i.fold.inn nfolds.inn nrepeats.inn
22536 path.and.other.genes.vals surv.grps predictorNB 9 5 10 4 5 1
22537 eff.vals surv.grps predictorPAM 9 5 10 4 5 1
22538 fun.vals surv.grps predictorPAM 9 5 10 4 5 1
22539 genes.vals surv.grps predictorPAM 9 5 10 4 5 1
22540 go.vals surv.grps predictorPAM 9 5 10 4 5 1
22541 path.genes.vals surv.grps predictorPAM 9 5 10 4 5 1
22542 other.genes.vals surv.grps predictorPAM 9 5 10 4 5 1
22543 path.vals surv.grps predictorPAM 9 5 10 4 5 1
22544 eff.and.other.genes.vals surv.grps predictorPAM 9 5 10 4 5 1
22545 path.and.other.genes.vals surv.grps predictorPAM 9 5 10 4 5 1
22546 eff.vals surv.grps predictorRadialSVM 9 5 10 4 5 1
22547 fun.vals surv.grps predictorRadialSVM 9 5 10 4 5 1
22548 genes.vals surv.grps predictorRadialSVM 9 5 10 4 5 1
22549 go.vals surv.grps predictorRadialSVM 9 5 10 4 5 1
22550 path.genes.vals surv.grps predictorRadialSVM 9 5 10 4 5 1
22551 other.genes.vals surv.grps predictorRadialSVM 9 5 10 4 5 1
22552 path.vals surv.grps predictorRadialSVM 9 5 10 4 5 1
22553 eff.and.other.genes.vals surv.grps predictorRadialSVM 9 5 10 4 5 1
22554 path.and.other.genes.vals surv.grps predictorRadialSVM 9 5 10 4 5 1
22555 eff.vals surv.grps predictorRF 9 5 10 4 5 1
22556 fun.vals surv.grps predictorRF 9 5 10 4 5 1
22557 genes.vals surv.grps predictorRF 9 5 10 4 5 1
22558 go.vals surv.grps predictorRF 9 5 10 4 5 1
22559 path.genes.vals surv.grps predictorRF 9 5 10 4 5 1
22560 other.genes.vals surv.grps predictorRF 9 5 10 4 5 1
22561 path.vals surv.grps predictorRF 9 5 10 4 5 1
22562 eff.and.other.genes.vals surv.grps predictorRF 9 5 10 4 5 1
22563 path.and.other.genes.vals surv.grps predictorRF 9 5 10 4 5 1
22564 eff.vals surv.grps predictorSparseSVM 9 5 10 4 5 1
22565 fun.vals surv.grps predictorSparseSVM 9 5 10 4 5 1
22566 genes.vals surv.grps predictorSparseSVM 9 5 10 4 5 1
22567 go.vals surv.grps predictorSparseSVM 9 5 10 4 5 1
22568 path.genes.vals surv.grps predictorSparseSVM 9 5 10 4 5 1
22569 other.genes.vals surv.grps predictorSparseSVM 9 5 10 4 5 1
22570 path.vals surv.grps predictorSparseSVM 9 5 10 4 5 1
22571 eff.and.other.genes.vals surv.grps predictorSparseSVM 9 5 10 4 5 1
22572 path.and.other.genes.vals surv.grps predictorSparseSVM 9 5 10 4 5 1
22573 eff.vals surv.grps predictorConstant 10 5 10 4 5 1
22574 fun.vals surv.grps predictorConstant 10 5 10 4 5 1
22575 genes.vals surv.grps predictorConstant 10 5 10 4 5 1
22576 go.vals surv.grps predictorConstant 10 5 10 4 5 1
22577 path.genes.vals surv.grps predictorConstant 10 5 10 4 5 1
22578 other.genes.vals surv.grps predictorConstant 10 5 10 4 5 1
22579 path.vals surv.grps predictorConstant 10 5 10 4 5 1
22580 eff.and.other.genes.vals surv.grps predictorConstant 10 5 10 4 5 1
22581 path.and.other.genes.vals surv.grps predictorConstant 10 5 10 4 5 1
22582 eff.vals surv.grps predictorGBM 10 5 10 4 5 1
22583 fun.vals surv.grps predictorGBM 10 5 10 4 5 1
22584 genes.vals surv.grps predictorGBM 10 5 10 4 5 1
22585 go.vals surv.grps predictorGBM 10 5 10 4 5 1
22586 path.genes.vals surv.grps predictorGBM 10 5 10 4 5 1
22587 other.genes.vals surv.grps predictorGBM 10 5 10 4 5 1
22588 path.vals surv.grps predictorGBM 10 5 10 4 5 1
22589 eff.and.other.genes.vals surv.grps predictorGBM 10 5 10 4 5 1
22590 path.and.other.genes.vals surv.grps predictorGBM 10 5 10 4 5 1
22591 eff.vals surv.grps predictorKendallSVM 10 5 10 4 5 1
22592 fun.vals surv.grps predictorKendallSVM 10 5 10 4 5 1
22593 genes.vals surv.grps predictorKendallSVM 10 5 10 4 5 1
22594 go.vals surv.grps predictorKendallSVM 10 5 10 4 5 1
22595 path.genes.vals surv.grps predictorKendallSVM 10 5 10 4 5 1
22596 other.genes.vals surv.grps predictorKendallSVM 10 5 10 4 5 1
22597 path.vals surv.grps predictorKendallSVM 10 5 10 4 5 1
22598 eff.and.other.genes.vals surv.grps predictorKendallSVM 10 5 10 4 5 1
22599 path.and.other.genes.vals surv.grps predictorKendallSVM 10 5 10 4 5 1
22600 eff.vals surv.grps predictorKNN 10 5 10 4 5 1
22601 fun.vals surv.grps predictorKNN 10 5 10 4 5 1
22602 genes.vals surv.grps predictorKNN 10 5 10 4 5 1
22603 go.vals surv.grps predictorKNN 10 5 10 4 5 1
22604 path.genes.vals surv.grps predictorKNN 10 5 10 4 5 1
22605 other.genes.vals surv.grps predictorKNN 10 5 10 4 5 1
22606 path.vals surv.grps predictorKNN 10 5 10 4 5 1
22607 eff.and.other.genes.vals surv.grps predictorKNN 10 5 10 4 5 1
22608 path.and.other.genes.vals surv.grps predictorKNN 10 5 10 4 5 1
22609 eff.vals surv.grps predictorLDA 10 5 10 4 5 1
22610 fun.vals surv.grps predictorLDA 10 5 10 4 5 1
22611 genes.vals surv.grps predictorLDA 10 5 10 4 5 1
22612 go.vals surv.grps predictorLDA 10 5 10 4 5 1
22613 path.genes.vals surv.grps predictorLDA 10 5 10 4 5 1
22614 other.genes.vals surv.grps predictorLDA 10 5 10 4 5 1
22615 path.vals surv.grps predictorLDA 10 5 10 4 5 1
22616 eff.and.other.genes.vals surv.grps predictorLDA 10 5 10 4 5 1
22617 path.and.other.genes.vals surv.grps predictorLDA 10 5 10 4 5 1
22618 eff.vals surv.grps predictorLinearSVM 10 5 10 4 5 1
22619 fun.vals surv.grps predictorLinearSVM 10 5 10 4 5 1
22620 genes.vals surv.grps predictorLinearSVM 10 5 10 4 5 1
22621 go.vals surv.grps predictorLinearSVM 10 5 10 4 5 1
22622 path.genes.vals surv.grps predictorLinearSVM 10 5 10 4 5 1
22623 other.genes.vals surv.grps predictorLinearSVM 10 5 10 4 5 1
22624 path.vals surv.grps predictorLinearSVM 10 5 10 4 5 1
22625 eff.and.other.genes.vals surv.grps predictorLinearSVM 10 5 10 4 5 1
22626 path.and.other.genes.vals surv.grps predictorLinearSVM 10 5 10 4 5 1
22627 eff.vals surv.grps predictorLogitLasso 10 5 10 4 5 1
22628 fun.vals surv.grps predictorLogitLasso 10 5 10 4 5 1
22629 genes.vals surv.grps predictorLogitLasso 10 5 10 4 5 1
22630 go.vals surv.grps predictorLogitLasso 10 5 10 4 5 1
22631 path.genes.vals surv.grps predictorLogitLasso 10 5 10 4 5 1
22632 other.genes.vals surv.grps predictorLogitLasso 10 5 10 4 5 1
22633 path.vals surv.grps predictorLogitLasso 10 5 10 4 5 1
22634 eff.and.other.genes.vals surv.grps predictorLogitLasso 10 5 10 4 5 1
22635 path.and.other.genes.vals surv.grps predictorLogitLasso 10 5 10 4 5 1
22636 eff.vals surv.grps predictorNB 10 5 10 4 5 1
22637 fun.vals surv.grps predictorNB 10 5 10 4 5 1
22638 genes.vals surv.grps predictorNB 10 5 10 4 5 1
22639 go.vals surv.grps predictorNB 10 5 10 4 5 1
22640 path.genes.vals surv.grps predictorNB 10 5 10 4 5 1
22641 other.genes.vals surv.grps predictorNB 10 5 10 4 5 1
22642 path.vals surv.grps predictorNB 10 5 10 4 5 1
22643 eff.and.other.genes.vals surv.grps predictorNB 10 5 10 4 5 1
22644 path.and.other.genes.vals surv.grps predictorNB 10 5 10 4 5 1
22645 eff.vals surv.grps predictorPAM 10 5 10 4 5 1
22646 fun.vals surv.grps predictorPAM 10 5 10 4 5 1
22647 genes.vals surv.grps predictorPAM 10 5 10 4 5 1
22648 go.vals surv.grps predictorPAM 10 5 10 4 5 1
22649 path.genes.vals surv.grps predictorPAM 10 5 10 4 5 1
22650 other.genes.vals surv.grps predictorPAM 10 5 10 4 5 1
22651 path.vals surv.grps predictorPAM 10 5 10 4 5 1
22652 eff.and.other.genes.vals surv.grps predictorPAM 10 5 10 4 5 1
22653 path.and.other.genes.vals surv.grps predictorPAM 10 5 10 4 5 1
22654 eff.vals surv.grps predictorRadialSVM 10 5 10 4 5 1
22655 fun.vals surv.grps predictorRadialSVM 10 5 10 4 5 1
22656 genes.vals surv.grps predictorRadialSVM 10 5 10 4 5 1
22657 go.vals surv.grps predictorRadialSVM 10 5 10 4 5 1
22658 path.genes.vals surv.grps predictorRadialSVM 10 5 10 4 5 1
22659 other.genes.vals surv.grps predictorRadialSVM 10 5 10 4 5 1
22660 path.vals surv.grps predictorRadialSVM 10 5 10 4 5 1
22661 eff.and.other.genes.vals surv.grps predictorRadialSVM 10 5 10 4 5 1
22662 path.and.other.genes.vals surv.grps predictorRadialSVM 10 5 10 4 5 1
22663 eff.vals surv.grps predictorRF 10 5 10 4 5 1
22664 fun.vals surv.grps predictorRF 10 5 10 4 5 1
22665 genes.vals surv.grps predictorRF 10 5 10 4 5 1
22666 go.vals surv.grps predictorRF 10 5 10 4 5 1
22667 path.genes.vals surv.grps predictorRF 10 5 10 4 5 1
22668 other.genes.vals surv.grps predictorRF 10 5 10 4 5 1
22669 path.vals surv.grps predictorRF 10 5 10 4 5 1
22670 eff.and.other.genes.vals surv.grps predictorRF 10 5 10 4 5 1
22671 path.and.other.genes.vals surv.grps predictorRF 10 5 10 4 5 1
22672 eff.vals surv.grps predictorSparseSVM 10 5 10 4 5 1
22673 fun.vals surv.grps predictorSparseSVM 10 5 10 4 5 1
22674 genes.vals surv.grps predictorSparseSVM 10 5 10 4 5 1
22675 go.vals surv.grps predictorSparseSVM 10 5 10 4 5 1
22676 path.genes.vals surv.grps predictorSparseSVM 10 5 10 4 5 1
22677 other.genes.vals surv.grps predictorSparseSVM 10 5 10 4 5 1
22678 path.vals surv.grps predictorSparseSVM 10 5 10 4 5 1
22679 eff.and.other.genes.vals surv.grps predictorSparseSVM 10 5 10 4 5 1
22680 path.and.other.genes.vals surv.grps predictorSparseSVM 10 5 10 4 5 1
22681 eff.vals surv.grps predictorConstant 11 5 10 4 5 1
22682 fun.vals surv.grps predictorConstant 11 5 10 4 5 1
22683 genes.vals surv.grps predictorConstant 11 5 10 4 5 1
22684 go.vals surv.grps predictorConstant 11 5 10 4 5 1
22685 path.genes.vals surv.grps predictorConstant 11 5 10 4 5 1
22686 other.genes.vals surv.grps predictorConstant 11 5 10 4 5 1
22687 path.vals surv.grps predictorConstant 11 5 10 4 5 1
22688 eff.and.other.genes.vals surv.grps predictorConstant 11 5 10 4 5 1
22689 path.and.other.genes.vals surv.grps predictorConstant 11 5 10 4 5 1
22690 eff.vals surv.grps predictorGBM 11 5 10 4 5 1
22691 fun.vals surv.grps predictorGBM 11 5 10 4 5 1
22692 genes.vals surv.grps predictorGBM 11 5 10 4 5 1
22693 go.vals surv.grps predictorGBM 11 5 10 4 5 1
22694 path.genes.vals surv.grps predictorGBM 11 5 10 4 5 1
22695 other.genes.vals surv.grps predictorGBM 11 5 10 4 5 1
22696 path.vals surv.grps predictorGBM 11 5 10 4 5 1
22697 eff.and.other.genes.vals surv.grps predictorGBM 11 5 10 4 5 1
22698 path.and.other.genes.vals surv.grps predictorGBM 11 5 10 4 5 1
22699 eff.vals surv.grps predictorKendallSVM 11 5 10 4 5 1
22700 fun.vals surv.grps predictorKendallSVM 11 5 10 4 5 1
22701 genes.vals surv.grps predictorKendallSVM 11 5 10 4 5 1
22702 go.vals surv.grps predictorKendallSVM 11 5 10 4 5 1
22703 path.genes.vals surv.grps predictorKendallSVM 11 5 10 4 5 1
22704 other.genes.vals surv.grps predictorKendallSVM 11 5 10 4 5 1
22705 path.vals surv.grps predictorKendallSVM 11 5 10 4 5 1
22706 eff.and.other.genes.vals surv.grps predictorKendallSVM 11 5 10 4 5 1
22707 path.and.other.genes.vals surv.grps predictorKendallSVM 11 5 10 4 5 1
22708 eff.vals surv.grps predictorKNN 11 5 10 4 5 1
22709 fun.vals surv.grps predictorKNN 11 5 10 4 5 1
22710 genes.vals surv.grps predictorKNN 11 5 10 4 5 1
22711 go.vals surv.grps predictorKNN 11 5 10 4 5 1
22712 path.genes.vals surv.grps predictorKNN 11 5 10 4 5 1
22713 other.genes.vals surv.grps predictorKNN 11 5 10 4 5 1
22714 path.vals surv.grps predictorKNN 11 5 10 4 5 1
22715 eff.and.other.genes.vals surv.grps predictorKNN 11 5 10 4 5 1
22716 path.and.other.genes.vals surv.grps predictorKNN 11 5 10 4 5 1
22717 eff.vals surv.grps predictorLDA 11 5 10 4 5 1
22718 fun.vals surv.grps predictorLDA 11 5 10 4 5 1
22719 genes.vals surv.grps predictorLDA 11 5 10 4 5 1
22720 go.vals surv.grps predictorLDA 11 5 10 4 5 1
22721 path.genes.vals surv.grps predictorLDA 11 5 10 4 5 1
22722 other.genes.vals surv.grps predictorLDA 11 5 10 4 5 1
22723 path.vals surv.grps predictorLDA 11 5 10 4 5 1
22724 eff.and.other.genes.vals surv.grps predictorLDA 11 5 10 4 5 1
22725 path.and.other.genes.vals surv.grps predictorLDA 11 5 10 4 5 1
22726 eff.vals surv.grps predictorLinearSVM 11 5 10 4 5 1
22727 fun.vals surv.grps predictorLinearSVM 11 5 10 4 5 1
22728 genes.vals surv.grps predictorLinearSVM 11 5 10 4 5 1
22729 go.vals surv.grps predictorLinearSVM 11 5 10 4 5 1
22730 path.genes.vals surv.grps predictorLinearSVM 11 5 10 4 5 1
22731 other.genes.vals surv.grps predictorLinearSVM 11 5 10 4 5 1
22732 path.vals surv.grps predictorLinearSVM 11 5 10 4 5 1
22733 eff.and.other.genes.vals surv.grps predictorLinearSVM 11 5 10 4 5 1
22734 path.and.other.genes.vals surv.grps predictorLinearSVM 11 5 10 4 5 1
22735 eff.vals surv.grps predictorLogitLasso 11 5 10 4 5 1
22736 fun.vals surv.grps predictorLogitLasso 11 5 10 4 5 1
22737 genes.vals surv.grps predictorLogitLasso 11 5 10 4 5 1
22738 go.vals surv.grps predictorLogitLasso 11 5 10 4 5 1
22739 path.genes.vals surv.grps predictorLogitLasso 11 5 10 4 5 1
22740 other.genes.vals surv.grps predictorLogitLasso 11 5 10 4 5 1
22741 path.vals surv.grps predictorLogitLasso 11 5 10 4 5 1
22742 eff.and.other.genes.vals surv.grps predictorLogitLasso 11 5 10 4 5 1
22743 path.and.other.genes.vals surv.grps predictorLogitLasso 11 5 10 4 5 1
22744 eff.vals surv.grps predictorNB 11 5 10 4 5 1
22745 fun.vals surv.grps predictorNB 11 5 10 4 5 1
22746 genes.vals surv.grps predictorNB 11 5 10 4 5 1
22747 go.vals surv.grps predictorNB 11 5 10 4 5 1
22748 path.genes.vals surv.grps predictorNB 11 5 10 4 5 1
22749 other.genes.vals surv.grps predictorNB 11 5 10 4 5 1
22750 path.vals surv.grps predictorNB 11 5 10 4 5 1
22751 eff.and.other.genes.vals surv.grps predictorNB 11 5 10 4 5 1
22752 path.and.other.genes.vals surv.grps predictorNB 11 5 10 4 5 1
22753 eff.vals surv.grps predictorPAM 11 5 10 4 5 1
22754 fun.vals surv.grps predictorPAM 11 5 10 4 5 1
22755 genes.vals surv.grps predictorPAM 11 5 10 4 5 1
22756 go.vals surv.grps predictorPAM 11 5 10 4 5 1
22757 path.genes.vals surv.grps predictorPAM 11 5 10 4 5 1
22758 other.genes.vals surv.grps predictorPAM 11 5 10 4 5 1
22759 path.vals surv.grps predictorPAM 11 5 10 4 5 1
22760 eff.and.other.genes.vals surv.grps predictorPAM 11 5 10 4 5 1
22761 path.and.other.genes.vals surv.grps predictorPAM 11 5 10 4 5 1
22762 eff.vals surv.grps predictorRadialSVM 11 5 10 4 5 1
22763 fun.vals surv.grps predictorRadialSVM 11 5 10 4 5 1
22764 genes.vals surv.grps predictorRadialSVM 11 5 10 4 5 1
22765 go.vals surv.grps predictorRadialSVM 11 5 10 4 5 1
22766 path.genes.vals surv.grps predictorRadialSVM 11 5 10 4 5 1
22767 other.genes.vals surv.grps predictorRadialSVM 11 5 10 4 5 1
22768 path.vals surv.grps predictorRadialSVM 11 5 10 4 5 1
22769 eff.and.other.genes.vals surv.grps predictorRadialSVM 11 5 10 4 5 1
22770 path.and.other.genes.vals surv.grps predictorRadialSVM 11 5 10 4 5 1
22771 eff.vals surv.grps predictorRF 11 5 10 4 5 1
22772 fun.vals surv.grps predictorRF 11 5 10 4 5 1
22773 genes.vals surv.grps predictorRF 11 5 10 4 5 1
22774 go.vals surv.grps predictorRF 11 5 10 4 5 1
22775 path.genes.vals surv.grps predictorRF 11 5 10 4 5 1
22776 other.genes.vals surv.grps predictorRF 11 5 10 4 5 1
22777 path.vals surv.grps predictorRF 11 5 10 4 5 1
22778 eff.and.other.genes.vals surv.grps predictorRF 11 5 10 4 5 1
22779 path.and.other.genes.vals surv.grps predictorRF 11 5 10 4 5 1
22780 eff.vals surv.grps predictorSparseSVM 11 5 10 4 5 1
22781 fun.vals surv.grps predictorSparseSVM 11 5 10 4 5 1
22782 genes.vals surv.grps predictorSparseSVM 11 5 10 4 5 1
22783 go.vals surv.grps predictorSparseSVM 11 5 10 4 5 1
22784 path.genes.vals surv.grps predictorSparseSVM 11 5 10 4 5 1
22785 other.genes.vals surv.grps predictorSparseSVM 11 5 10 4 5 1
22786 path.vals surv.grps predictorSparseSVM 11 5 10 4 5 1
22787 eff.and.other.genes.vals surv.grps predictorSparseSVM 11 5 10 4 5 1
22788 path.and.other.genes.vals surv.grps predictorSparseSVM 11 5 10 4 5 1
22789 eff.vals surv.grps predictorConstant 12 5 10 4 5 1
22790 fun.vals surv.grps predictorConstant 12 5 10 4 5 1
22791 genes.vals surv.grps predictorConstant 12 5 10 4 5 1
22792 go.vals surv.grps predictorConstant 12 5 10 4 5 1
22793 path.genes.vals surv.grps predictorConstant 12 5 10 4 5 1
22794 other.genes.vals surv.grps predictorConstant 12 5 10 4 5 1
22795 path.vals surv.grps predictorConstant 12 5 10 4 5 1
22796 eff.and.other.genes.vals surv.grps predictorConstant 12 5 10 4 5 1
22797 path.and.other.genes.vals surv.grps predictorConstant 12 5 10 4 5 1
22798 eff.vals surv.grps predictorGBM 12 5 10 4 5 1
22799 fun.vals surv.grps predictorGBM 12 5 10 4 5 1
22800 genes.vals surv.grps predictorGBM 12 5 10 4 5 1
22801 go.vals surv.grps predictorGBM 12 5 10 4 5 1
22802 path.genes.vals surv.grps predictorGBM 12 5 10 4 5 1
22803 other.genes.vals surv.grps predictorGBM 12 5 10 4 5 1
22804 path.vals surv.grps predictorGBM 12 5 10 4 5 1
22805 eff.and.other.genes.vals surv.grps predictorGBM 12 5 10 4 5 1
22806 path.and.other.genes.vals surv.grps predictorGBM 12 5 10 4 5 1
22807 eff.vals surv.grps predictorKendallSVM 12 5 10 4 5 1
22808 fun.vals surv.grps predictorKendallSVM 12 5 10 4 5 1
22809 genes.vals surv.grps predictorKendallSVM 12 5 10 4 5 1
22810 go.vals surv.grps predictorKendallSVM 12 5 10 4 5 1
22811 path.genes.vals surv.grps predictorKendallSVM 12 5 10 4 5 1
22812 other.genes.vals surv.grps predictorKendallSVM 12 5 10 4 5 1
22813 path.vals surv.grps predictorKendallSVM 12 5 10 4 5 1
22814 eff.and.other.genes.vals surv.grps predictorKendallSVM 12 5 10 4 5 1
22815 path.and.other.genes.vals surv.grps predictorKendallSVM 12 5 10 4 5 1
22816 eff.vals surv.grps predictorKNN 12 5 10 4 5 1
22817 fun.vals surv.grps predictorKNN 12 5 10 4 5 1
22818 genes.vals surv.grps predictorKNN 12 5 10 4 5 1
22819 go.vals surv.grps predictorKNN 12 5 10 4 5 1
22820 path.genes.vals surv.grps predictorKNN 12 5 10 4 5 1
22821 other.genes.vals surv.grps predictorKNN 12 5 10 4 5 1
22822 path.vals surv.grps predictorKNN 12 5 10 4 5 1
22823 eff.and.other.genes.vals surv.grps predictorKNN 12 5 10 4 5 1
22824 path.and.other.genes.vals surv.grps predictorKNN 12 5 10 4 5 1
22825 eff.vals surv.grps predictorLDA 12 5 10 4 5 1
22826 fun.vals surv.grps predictorLDA 12 5 10 4 5 1
22827 genes.vals surv.grps predictorLDA 12 5 10 4 5 1
22828 go.vals surv.grps predictorLDA 12 5 10 4 5 1
22829 path.genes.vals surv.grps predictorLDA 12 5 10 4 5 1
22830 other.genes.vals surv.grps predictorLDA 12 5 10 4 5 1
22831 path.vals surv.grps predictorLDA 12 5 10 4 5 1
22832 eff.and.other.genes.vals surv.grps predictorLDA 12 5 10 4 5 1
22833 path.and.other.genes.vals surv.grps predictorLDA 12 5 10 4 5 1
22834 eff.vals surv.grps predictorLinearSVM 12 5 10 4 5 1
22835 fun.vals surv.grps predictorLinearSVM 12 5 10 4 5 1
22836 genes.vals surv.grps predictorLinearSVM 12 5 10 4 5 1
22837 go.vals surv.grps predictorLinearSVM 12 5 10 4 5 1
22838 path.genes.vals surv.grps predictorLinearSVM 12 5 10 4 5 1
22839 other.genes.vals surv.grps predictorLinearSVM 12 5 10 4 5 1
22840 path.vals surv.grps predictorLinearSVM 12 5 10 4 5 1
22841 eff.and.other.genes.vals surv.grps predictorLinearSVM 12 5 10 4 5 1
22842 path.and.other.genes.vals surv.grps predictorLinearSVM 12 5 10 4 5 1
22843 eff.vals surv.grps predictorLogitLasso 12 5 10 4 5 1
22844 fun.vals surv.grps predictorLogitLasso 12 5 10 4 5 1
22845 genes.vals surv.grps predictorLogitLasso 12 5 10 4 5 1
22846 go.vals surv.grps predictorLogitLasso 12 5 10 4 5 1
22847 path.genes.vals surv.grps predictorLogitLasso 12 5 10 4 5 1
22848 other.genes.vals surv.grps predictorLogitLasso 12 5 10 4 5 1
22849 path.vals surv.grps predictorLogitLasso 12 5 10 4 5 1
22850 eff.and.other.genes.vals surv.grps predictorLogitLasso 12 5 10 4 5 1
22851 path.and.other.genes.vals surv.grps predictorLogitLasso 12 5 10 4 5 1
22852 eff.vals surv.grps predictorNB 12 5 10 4 5 1
22853 fun.vals surv.grps predictorNB 12 5 10 4 5 1
22854 genes.vals surv.grps predictorNB 12 5 10 4 5 1
22855 go.vals surv.grps predictorNB 12 5 10 4 5 1
22856 path.genes.vals surv.grps predictorNB 12 5 10 4 5 1
22857 other.genes.vals surv.grps predictorNB 12 5 10 4 5 1
22858 path.vals surv.grps predictorNB 12 5 10 4 5 1
22859 eff.and.other.genes.vals surv.grps predictorNB 12 5 10 4 5 1
22860 path.and.other.genes.vals surv.grps predictorNB 12 5 10 4 5 1
22861 eff.vals surv.grps predictorPAM 12 5 10 4 5 1
22862 fun.vals surv.grps predictorPAM 12 5 10 4 5 1
22863 genes.vals surv.grps predictorPAM 12 5 10 4 5 1
22864 go.vals surv.grps predictorPAM 12 5 10 4 5 1
22865 path.genes.vals surv.grps predictorPAM 12 5 10 4 5 1
22866 other.genes.vals surv.grps predictorPAM 12 5 10 4 5 1
22867 path.vals surv.grps predictorPAM 12 5 10 4 5 1
22868 eff.and.other.genes.vals surv.grps predictorPAM 12 5 10 4 5 1
22869 path.and.other.genes.vals surv.grps predictorPAM 12 5 10 4 5 1
22870 eff.vals surv.grps predictorRadialSVM 12 5 10 4 5 1
22871 fun.vals surv.grps predictorRadialSVM 12 5 10 4 5 1
22872 genes.vals surv.grps predictorRadialSVM 12 5 10 4 5 1
22873 go.vals surv.grps predictorRadialSVM 12 5 10 4 5 1
22874 path.genes.vals surv.grps predictorRadialSVM 12 5 10 4 5 1
22875 other.genes.vals surv.grps predictorRadialSVM 12 5 10 4 5 1
22876 path.vals surv.grps predictorRadialSVM 12 5 10 4 5 1
22877 eff.and.other.genes.vals surv.grps predictorRadialSVM 12 5 10 4 5 1
22878 path.and.other.genes.vals surv.grps predictorRadialSVM 12 5 10 4 5 1
22879 eff.vals surv.grps predictorRF 12 5 10 4 5 1
22880 fun.vals surv.grps predictorRF 12 5 10 4 5 1
22881 genes.vals surv.grps predictorRF 12 5 10 4 5 1
22882 go.vals surv.grps predictorRF 12 5 10 4 5 1
22883 path.genes.vals surv.grps predictorRF 12 5 10 4 5 1
22884 other.genes.vals surv.grps predictorRF 12 5 10 4 5 1
22885 path.vals surv.grps predictorRF 12 5 10 4 5 1
22886 eff.and.other.genes.vals surv.grps predictorRF 12 5 10 4 5 1
22887 path.and.other.genes.vals surv.grps predictorRF 12 5 10 4 5 1
22888 eff.vals surv.grps predictorSparseSVM 12 5 10 4 5 1
22889 fun.vals surv.grps predictorSparseSVM 12 5 10 4 5 1
22890 genes.vals surv.grps predictorSparseSVM 12 5 10 4 5 1
22891 go.vals surv.grps predictorSparseSVM 12 5 10 4 5 1
22892 path.genes.vals surv.grps predictorSparseSVM 12 5 10 4 5 1
22893 other.genes.vals surv.grps predictorSparseSVM 12 5 10 4 5 1
22894 path.vals surv.grps predictorSparseSVM 12 5 10 4 5 1
22895 eff.and.other.genes.vals surv.grps predictorSparseSVM 12 5 10 4 5 1
22896 path.and.other.genes.vals surv.grps predictorSparseSVM 12 5 10 4 5 1
22897 eff.vals surv.grps predictorConstant 13 5 10 4 5 1
22898 fun.vals surv.grps predictorConstant 13 5 10 4 5 1
22899 genes.vals surv.grps predictorConstant 13 5 10 4 5 1
22900 go.vals surv.grps predictorConstant 13 5 10 4 5 1
22901 path.genes.vals surv.grps predictorConstant 13 5 10 4 5 1
22902 other.genes.vals surv.grps predictorConstant 13 5 10 4 5 1
22903 path.vals surv.grps predictorConstant 13 5 10 4 5 1
22904 eff.and.other.genes.vals surv.grps predictorConstant 13 5 10 4 5 1
22905 path.and.other.genes.vals surv.grps predictorConstant 13 5 10 4 5 1
22906 eff.vals surv.grps predictorGBM 13 5 10 4 5 1
22907 fun.vals surv.grps predictorGBM 13 5 10 4 5 1
22908 genes.vals surv.grps predictorGBM 13 5 10 4 5 1
22909 go.vals surv.grps predictorGBM 13 5 10 4 5 1
22910 path.genes.vals surv.grps predictorGBM 13 5 10 4 5 1
22911 other.genes.vals surv.grps predictorGBM 13 5 10 4 5 1
22912 path.vals surv.grps predictorGBM 13 5 10 4 5 1
22913 eff.and.other.genes.vals surv.grps predictorGBM 13 5 10 4 5 1
22914 path.and.other.genes.vals surv.grps predictorGBM 13 5 10 4 5 1
22915 eff.vals surv.grps predictorKendallSVM 13 5 10 4 5 1
22916 fun.vals surv.grps predictorKendallSVM 13 5 10 4 5 1
22917 genes.vals surv.grps predictorKendallSVM 13 5 10 4 5 1
22918 go.vals surv.grps predictorKendallSVM 13 5 10 4 5 1
22919 path.genes.vals surv.grps predictorKendallSVM 13 5 10 4 5 1
22920 other.genes.vals surv.grps predictorKendallSVM 13 5 10 4 5 1
22921 path.vals surv.grps predictorKendallSVM 13 5 10 4 5 1
22922 eff.and.other.genes.vals surv.grps predictorKendallSVM 13 5 10 4 5 1
22923 path.and.other.genes.vals surv.grps predictorKendallSVM 13 5 10 4 5 1
22924 eff.vals surv.grps predictorKNN 13 5 10 4 5 1
22925 fun.vals surv.grps predictorKNN 13 5 10 4 5 1
22926 genes.vals surv.grps predictorKNN 13 5 10 4 5 1
22927 go.vals surv.grps predictorKNN 13 5 10 4 5 1
22928 path.genes.vals surv.grps predictorKNN 13 5 10 4 5 1
22929 other.genes.vals surv.grps predictorKNN 13 5 10 4 5 1
22930 path.vals surv.grps predictorKNN 13 5 10 4 5 1
22931 eff.and.other.genes.vals surv.grps predictorKNN 13 5 10 4 5 1
22932 path.and.other.genes.vals surv.grps predictorKNN 13 5 10 4 5 1
22933 eff.vals surv.grps predictorLDA 13 5 10 4 5 1
22934 fun.vals surv.grps predictorLDA 13 5 10 4 5 1
22935 genes.vals surv.grps predictorLDA 13 5 10 4 5 1
22936 go.vals surv.grps predictorLDA 13 5 10 4 5 1
22937 path.genes.vals surv.grps predictorLDA 13 5 10 4 5 1
